ID     cc      cr     albedo
11	0	1      	0.08
24	0.001	1	0.8
21	0.001	1	0.25
22	0.001	1	0.25
23	0.001	1	0.28
31	0	1	0.26
32	0.001	1	0.26
33	0.001	1	0.23
41	0.003	3	0.14
42	0.003	3	0.14
43	0.003	3	0.14
52	0.0015	1.5	0.2
61	0.0015	1.5	0.2
71	0.001	1	0.2
81	0.001	1	0.2
82	0.001	1.5	0.23
83	0.001	1	0.23
84	0.001	1	0.2
85	0.001	1	0.2
90	0.001	1	0.2
91	0.0015	1	0.15
92	0.001	1	0.1
95	0.001	1	0.1
